Player,Pos,Squad,Comp,npxG,-9999
Roli Pereira de Sa,MF,Nantes,fr Ligue 1,0.4,60f58477
Yoann Salmier,DF,Troyes,fr Ligue 1,0.4,c3725db2
Manuel Sánchez,DF,Osasuna,es La Liga,0.4,ffacd3d5
Federico Santander,FWDF,Bologna,it Serie A,0.4,df85d472
Xaver Schlager,MF,Wolfsburg,de Bundesliga,0.4,8f056768
Benno Schmitz,DF,Köln,de Bundesliga,0.4,ad00b1a8
Paul Seguin,MF,Greuther Fürth,de Bundesliga,0.4,8872ed17
Ryan Sessegnon,DF,Tottenham,eng Premier League,0.4,6aa3e78b
Augusto Solari,MFDF,Celta Vigo,es La Liga,0.4,3ca6106c
Brandon Soppy,DFMF,Udinese,it Serie A,0.4,28f66c2e
Boubakary Soumaré,MF,Leicester City,eng Premier League,0.4,ae59b359
Saidou Sow,DF,Saint-Étienne,fr Ligue 1,0.4,f6b94e8d
Stefan Strandberg,DF,Salernitana,it Serie A,0.4,6d5e62b0
Dávid Strelec,FWMF,Spezia,it Serie A,0.4,2cb9486d
Jakob Sørensen,MFDF,Norwich City,eng Premier League,0.4,953c30b0
Japhet Tanganga,DF,Tottenham,eng Premier League,0.4,e9971f2d
Edmond Tapsoba,DF,Leverkusen,de Bundesliga,0.4,a73c8f95
Mathys Tel,FWMF,Rennes,fr Ligue 1,0.4,829aa60c
Erik Thommy,DFFW,Stuttgart,de Bundesliga,0.4,df8e7b62
Lorenzo Tonelli,DF,Empoli,it Serie A,0.4,8cc29864
Roberto Torres,MFFW,Osasuna,es La Liga,0.4,d733aa38
Beñat Turrientes,MF,Real Sociedad,es La Liga,0.4,068f4dec
Sebastian Vasiliadis,MF,Arminia,de Bundesliga,0.4,d3112d86
Kevin Vázquez,DF,Celta Vigo,es La Liga,0.4,ee923664
Joel Ward,DF,Crystal Palace,eng Premier League,0.4,8a7ff278
Ashley Young,DFFW,Aston Villa,eng Premier League,0.4,be927d03
Mattia Zaccagni,MFFW,Hellas Verona,it Serie A,0.4,d85c238b
Nicola Zalewski,DF,Roma,it Serie A,0.4,45191c29
Oleksandr Zinchenko,DF,Manchester City,eng Premier League,0.4,51cf8561
Matthis Abline,FW,Rennes,fr Ligue 1,0.3,0e46fa2f
Ruben Aguilar,DF,Monaco,fr Ligue 1,0.3,3dd738a1
Ola Aina,DF,Torino,it Serie A,0.3,246d153b
Ibrahim Amadou,DFMF,Metz,fr Ligue 1,0.3,9260926b
Ethan Ampadu,MFDF,Venezia,it Serie A,0.3,10b9fa99
Florin Andone,FW,Cádiz,es La Liga,0.3,dc008610
Andrés Andrade Cedeño,DF,Arminia,de Bundesliga,0.3,6ea23758
Cristian Ansaldi,DF,Torino,it Serie A,0.3,bbafc0c4
Kristoffer Askildsen,MF,Sampdoria,it Serie A,0.3,a69cc629
Kaan Ayhan,DF,Sassuolo,it Serie A,0.3,2200181e
Loïc Bade,DF,Rennes,fr Ligue 1,0.3,114bbdee
Tiemoué Bakayoko,MF,Milan,it Serie A,0.3,59bf127b
Folarin Balogun,FW,Arsenal,eng Premier League,0.3,31822f8c
Jacob Barrett Laursen,DF,Arminia,de Bundesliga,0.3,c0d3bd23
Daniele Baselli,MFFW,Torino,it Serie A,0.3,ea06dd97
Rodrigo Battaglia,MF,Mallorca,es La Liga,0.3,d637fc22
Maximilian Bauer,DF,Greuther Fürth,de Bundesliga,0.3,44a20f0c
Daniel Bessa,MFFW,Hellas Verona,it Serie A,0.3,88895312
Jérôme Boateng,DF,Lyon,fr Ligue 1,0.3,2db2fd7b
Kevin-Prince Boateng,MFFW,Hertha BSC,de Bundesliga,0.3,f4ec4fd0
Tarsis Bonga,FW,Bochum,de Bundesliga,0.3,6ebbc28a
Cédric Brunner,DF,Arminia,de Bundesliga,0.3,f0a37d36
Maxime Busi,DF,Reims,fr Ligue 1,0.3,7b082ec2
Rémy Cabella,MFFW,Montpellier,fr Ligue 1,0.3,148e136f
Martín Cáceres,DF,Cagliari,it Serie A,0.3,e94d79e3
Chiquinho,DFMF,Wolves,eng Premier League,0.3,dc6c2f02
Abdu Conté,DF,Troyes,fr Ligue 1,0.3,cfa49cc1
Andrea Conti,DFMF,Sampdoria,it Serie A,0.3,8fef5412
Liam Cooper,DF,Leeds United,eng Premier League,0.3,dc64b8b3
Francis Coquelin,MF,Villarreal,es La Liga,0.3,a6951bf8
Thierry Correia,DF,Valencia,es La Liga,0.3,c78b352d
Hélder Costa,MFFW,Valencia,es La Liga,0.3,f13d02a6
Domenico Criscito,DF,Genoa,it Serie A,0.3,35dd6d80
Juan Cruz Armada,DF,Osasuna,es La Liga,0.3,a56da3ba
Diego Demme,MF,Napoli,it Serie A,0.3,dc3fa3b5
Sinaly Diomande,DF,Lyon,fr Ligue 1,0.3,6de23ab0
Naïs Djouahra,FWMF,Real Sociedad,es La Liga,0.3,3594a357
Kingsley Ehizibue,DF,Köln,de Bundesliga,0.3,76b2817e
Luiz Felipe,DF,Lazio,it Serie A,0.3,15d0c248
Jordan Ferri,MF,Montpellier,fr Ligue 1,0.3,375622c5
Marvin Friedrich,DF,M'Gladbach,de Bundesliga,0.3,b77f44a4
Mijat Gaćinović,FWDF,Hoffenheim,de Bundesliga,0.3,16daec92
Manu García,MF,Alavés,es La Liga,0.3,6ed1a2a2
Dwight Gayle,FW,Newcastle Utd,eng Premier League,0.3,e58a03c6
Anwar El Ghazi,FWMF,Aston Villa,eng Premier League,0.3,ffa90327
Óscar Gil,DF,Espanyol,es La Liga,0.3,6652cf96
Vagner Gonçalves,MFFW,Metz,fr Ligue 1,0.3,743fd71f
Robin Gosens,DF,Inter,it Serie A,0.3,2d970560
Hugo Guillamón,MFDF,Valencia,es La Liga,0.3,f7c12fbf
Robert Gumny,DF,Augsburg,de Bundesliga,0.3,1df0c0b9
Koray Günter,DF,Hellas Verona,it Serie A,0.3,f1f1f238
Nicolas Haas,MF,Empoli,it Serie A,0.3,fa449bba
Matheus Henrique,MF,Sassuolo,it Serie A,0.3,a2d9f138
Christophe Hérelle,DF,Brest,fr Ligue 1,0.3,3681cfff
Rob Holding,DF,Arsenal,eng Premier League,0.3,d79a8c87
Danylo Ihnatenko,MF,Bordeaux,fr Ligue 1,0.3,65bbfba3
Ardian Ismajli,DF,Empoli,it Serie A,0.3,6b635f5c
Lago Junior,FWMF,Mallorca,es La Liga,0.3,360d70f8
Issa Kaboré,DF,Troyes,fr Ligue 1,0.3,c066d1a5
Samuel Kalu,FW,Watford,eng Premier League,0.3,b8d22478
Wajdi Kechrida,DFMF,Salernitana,it Serie A,0.3,11962fe7
Jonjoe Kenny,DF,Everton,eng Premier League,0.3,099e666f
Philipp Klement,MFFW,Stuttgart,de Bundesliga,0.3,0cddeaa7
Lukas Klostermann,DF,RB Leipzig,de Bundesliga,0.3,ca8033cb
Ibrahima Konaté,DF,Liverpool,eng Premier League,0.3,5ed9b537
Viktor Kovalenko,MF,Spezia,it Serie A,0.3,9d60028d
Fabian Kunze,MF,Arminia,de Bundesliga,0.3,d25fee56
Maxime Le Marchand,DF,Strasbourg,fr Ligue 1,0.3,321a71a7
Fabien Lemoine,MF,Lorient,fr Ligue 1,0.3,54d51e22
Yanis Lhery,FWMF,Saint-Étienne,fr Ligue 1,0.3,cc972842
Victor Lindelöf,DF,Manchester Utd,eng Premier League,0.3,f5deef4c
Dodi Lukebakio,FW,Hertha BSC,de Bundesliga,0.3,0c61c77c
Marcelo,DF,Real Madrid,es La Liga,0.3,603116a7
Riccardo Marchizza,DF,Empoli,it Serie A,0.3,91d0fabf
Pablo Marí,DF,Arsenal,eng Premier League,0.3,aa54ec6f
Anthony Martial,FWMF,Sevilla,es La Liga,0.3,8b788c01
Juan Mata,MF,Manchester Utd,eng Premier League,0.3,29733c72
Jordi Mboula,FW,Mallorca,es La Liga,0.3,4887118d
James McArthur,MF,Crystal Palace,eng Premier League,0.3,cee31595
Gary Medel,DF,Bologna,it Serie A,0.3,563a68ad
Quentin Merlin,DF,Nantes,fr Ligue 1,0.3,0bfca6a1
Matt Miazga,DF,Alavés,es La Liga,0.3,9fc0f253
James Milner,MFDF,Liverpool,eng Premier League,0.3,2f90f6b8
Yerry Mina,DF,Everton,eng Premier League,0.3,6d5701f2
Tyrick Mitchell,DF,Crystal Palace,eng Premier League,0.3,5cbd1eb0
Gonzalo Montiel,DF,Sevilla,es La Liga,0.3,374d5158
Raúl Moro,FW,Lazio,it Serie A,0.3,919dd4b1
Tanguy Ndombele,MF,Lyon,fr Ligue 1,0.3,5cdddffa
Paul Nebel,MFFW,Mainz 05,de Bundesliga,0.3,1b6d8083
Angelo Ogbonna,DF,West Ham,eng Premier League,0.3,74b2cd7e
Andrew Omobamidele,DF,Norwich City,eng Premier League,0.3,c393a6c4
Milutin Osmajić,FWMF,Cádiz,es La Liga,0.3,375ed9d7
Patrick Osterhage,MF,Bochum,de Bundesliga,0.3,9662c9ec
Otávio,MF,Bordeaux,fr Ligue 1,0.3,243f4a0b
Cole Palmer,FWMF,Manchester City,eng Premier League,0.3,dc7f8a28
Leandro Paredes,MF,Paris S-G,fr Ligue 1,0.3,dff153a4
Lucas Perrin,DF,Strasbourg,fr Ligue 1,0.3,49070d66
Roberto Piccoli,FW,Genoa,it Serie A,0.3,1cadaf34
Nick Proschwitz,FW,Hoffenheim,de Bundesliga,0.3,9cf4fd68
Ricardo Rodríguez,DF,Torino,it Serie A,0.3,7f78ad23
Mads Roerslev,DF,Brentford,eng Premier League,0.3,57c94db2
Rafiki Said Ahamada,MFFW,Brest,fr Ligue 1,0.3,c2e5f306
Bakary Sako,FWMF,Saint-Étienne,fr Ligue 1,0.3,381d7d54
Samir Santos,DF,Watford,eng Premier League,0.3,92b4758e
Andrea Schiavone,MF,Salernitana,it Serie A,0.3,4b55eb4d
Nico Schulz,DF,Dortmund,de Bundesliga,0.3,fa274d97
Stefano Sensi,MF,Inter,it Serie A,0.3,b70bde8f
Adrien Silva,MF,Sampdoria,it Serie A,0.3,d6f88a1d
Xavi Simons,FWMF,Paris S-G,fr Ligue 1,0.3,da4d670f
Daley Sinkgraven,DF,Leverkusen,de Bundesliga,0.3,73000a79
Tony Springett,FWMF,Norwich City,eng Premier League,0.3,35be8087
Josip Stanišić,DF,Bayern Munich,de Bundesliga,0.3,7ed08d5c
Pascal Stenzel,DF,Stuttgart,de Bundesliga,0.3,99f7e9aa
Leo Štulac,MF,Empoli,it Serie A,0.3,92948398
Crysencio Summerville,MFFW,Leeds United,eng Premier League,0.3,df04eb4b
Bosko Sutalo,DF,Hellas Verona,it Serie A,0.3,1d0bb7e4
Matt Targett,DF,Newcastle Utd,eng Premier League,0.3,e514ab62
Nahuel Tenaglia,DF,Alavés,es La Liga,0.3,66654daa
Alexis Tibidi,FWMF,Stuttgart,de Bundesliga,0.3,ca6f4846
Raúl Torrente,DF,Granada,es La Liga,0.3,4d753a3f
Bertrand Traoré,MFFW,Aston Villa,eng Premier League,0.3,c47541e0
Miguel Trauco,DF,Saint-Étienne,fr Ligue 1,0.3,e4b72e34
Chimuanya Ugochukwu,MF,Rennes,fr Ligue 1,0.3,1df4a109
Simone Verdi,FWMF,Torino,it Serie A,0.3,0375723e
Gonzalo Villar,MF,Getafe,es La Liga,0.3,bdc74a8f
Kyle Walker,DF,Manchester City,eng Premier League,0.3,86dd77d1
Sebastian Walukiewicz,DF,Cagliari,it Serie A,0.3,217875a4
Dan-Axel Zagadou,DF,Dortmund,de Bundesliga,0.3,a4effc55
Tyler Adams,MF,RB Leipzig,de Bundesliga,0.2,2b09d998
Martin Agirregabiria,DF,Alavés,es La Liga,0.2,355c883a
Maghnes Akliouche,MFFW,Monaco,fr Ligue 1,0.2,b625b241
Allan,MF,Everton,eng Premier League,0.2,cc700722
Hugo Álvarez,FW,Celta Vigo,es La Liga,0.2,6f392eb8
Dani Alves,DF,Barcelona,es La Liga,0.2,c9e99e49
Sofyan Amrabat,MF,Fiorentina,it Serie A,0.2,5a2cb25d
José Ángel,DF,Osasuna,es La Liga,0.2,3024e383
Néstor Araujo,DF,Celta Vigo,es La Liga,0.2,27a013f7
Santiago Arzamendia,MFDF,Cádiz,es La Liga,0.2,759d8dd7
Simon Asta,DF,Greuther Fürth,de Bundesliga,0.2,dfc85b89
Mikel Balenziaga,DF,Athletic Club,es La Liga,0.2,1fe67e86
Amine Bassi,MF,Metz,fr Ligue 1,0.2,ced1d98f
Juan Bernat,DF,Paris S-G,fr Ligue 1,0.2,433dc9a2
Jean-Claude Billong,DF,Clermont Foot,fr Ligue 1,0.2,a3e1d20d
Willy Boly,DF,Wolves,eng Premier League,0.2,a4ac4b8f
Delano Burgzorg,FW,Mainz 05,de Bundesliga,0.2,05e2d5ea
Mathieu Cafaro,FWMF,Reims,fr Ligue 1,0.2,2a657da0
Matteo Cancellieri,MFDF,Hellas Verona,it Serie A,0.2,b6a1cdf9
Fali Candé,DF,Metz,fr Ligue 1,0.2,3cc4bb19
Todd Cantwell,FWMF,Norwich City,eng Premier League,0.2,f63d8a4b
Nassim Chadli,MFDF,Troyes,fr Ligue 1,0.2,5c61496e
Calum Chambers,DF,Aston Villa,eng Premier League,0.2,dc6f5bdd
Xavier Chavalerin,MFDF,Reims,fr Ligue 1,0.2,279ddf6a
Carlos Clerc,DF,Levante,es La Liga,0.2,33a61a52
Rafael Czichos,DF,Köln,de Bundesliga,0.2,b0a0698b
Flavius Daniliuc,DF,Nice,fr Ligue 1,0.2,7ef972c3
Mattia De Sciglio,DF,Juventus,it Serie A,0.2,ae4e2852
Abdou Diallo,DF,Paris S-G,fr Ligue 1,0.2,fc62f087
Krepin Diatta,MFDF,Monaco,fr Ligue 1,0.2,8104e41e
John Donald,DF,Elche,es La Liga,0.2,5e95c000
Niklas Dorsch,MF,Augsburg,de Bundesliga,0.2,7f73bdf4
Radu Drăgușin,DF,Sampdoria,it Serie A,0.2,620922ed
Mohamed Elneny,MF,Arsenal,eng Premier League,0.2,47a34c4f
Ömer Faruk Beyaz,FWDF,Stuttgart,de Bundesliga,0.2,8307b663
Edimilson Fernandes,DFFW,Arminia,de Bundesliga,0.2,3bb625ac
Salvador Ferrer,DFMF,Spezia,it Serie A,0.2,eb76987d
Luca Fiordilino,MF,Venezia,it Serie A,0.2,9bb1ad91
Wesley Fofana,DF,Leicester City,eng Premier League,0.2,132a82f1
Marcus Forss,FWMF,Brentford,eng Premier League,0.2,82c215a0
Eric García,DF,Barcelona,es La Liga,0.2,2bed3eab
Mario Gaspar,DF,Villarreal,es La Liga,0.2,fb5d47b3
Dimitris Giannoulis,DF,Norwich City,eng Premier League,0.2,112c495e
Álvaro González,DF,Marseille,fr Ligue 1,0.2,42dcf26d
Diego González,DF,Elche,es La Liga,0.2,4ac7608e
Roberto González,FWMF,Betis,es La Liga,0.2,56545648
Dan Gosling,MF,Watford,eng Premier League,0.2,7fec31a0
Hwang Hee-chan,FW,RB Leipzig,de Bundesliga,0.2,169fd162
Silvan Hefti,DF,Genoa,it Serie A,0.2,f8342731
Dominique Heintz,DF,Union Berlin,de Bundesliga,0.2,699fb8db
Kike Hermoso,DF,Betis,es La Liga,0.2,dea912dc
Petko Hristov,DF,Spezia,it Serie A,0.2,d8800a46
Will Hughes,MF,Crystal Palace,eng Premier League,0.2,a0666d3e
Stefan Ilsanker,DFMF,Eint Frankfurt,de Bundesliga,0.2,8494acc4
Bonke Innocent,MF,Lorient,fr Ligue 1,0.2,546bb36e
Wilson Isidor,FWMF,Monaco,fr Ligue 1,0.2,a671316d
Gian-Luca Itter,DF,Greuther Fürth,de Bundesliga,0.2,e6c15f6e
Daniel James,FW,Manchester Utd,eng Premier League,0.2,c931d9f9
Jakub Jankto,DFMF,Getafe,es La Liga,0.2,1ea5f91c
Fredrik Jensen,MFFW,Augsburg,de Bundesliga,0.2,3eeb80e0
José Juan Macías,FWMF,Getafe,es La Liga,0.2,1f1c8a15
Ozan Kabak,DF,Norwich City,eng Premier League,0.2,2d61d13a
Hassane Kamara,DF,Watford,eng Premier League,0.2,19a12bed
Edo Kayembe,MF,Watford,eng Premier League,0.2,f99b71de
Habib Keita,MFFW,Lyon,fr Ligue 1,0.2,cc588cbe
Youssouf Koné,DF,Troyes,fr Ligue 1,0.2,e6eadfb8
Christos Kourfalidis,MFDF,Cagliari,it Serie A,0.2,5c522c88
Emil Krafth,DF,Newcastle Utd,eng Premier League,0.2,77cf6852
Christoph Kramer,MF,M'Gladbach,de Bundesliga,0.2,496aeede
Iñigo Lekue,DF,Athletic Club,es La Liga,0.2,59b7d823
Léo Leroy,MF,Montpellier,fr Ligue 1,0.2,fcc84a07
Banzouzi Locko,DFMF,Reims,fr Ligue 1,0.2,40221fa7
Kevin Long,DF,Burnley,eng Premier League,0.2,5a4280b1
Lyanco,DF,Southampton,eng Premier League,0.2,b5bf1770
Nikola Maksimović,DF,Genoa,it Serie A,0.2,16b9d5cf
Daniel Maldini,MF,Milan,it Serie A,0.2,801831fe
Reinildo Mandava,DF,Atlético Madrid,es La Liga,0.2,c20bdcd7
Marcelo,DF,Bordeaux,fr Ligue 1,0.2,e3d0b0c4
Óscar de Marcos,DF,Athletic Club,es La Liga,0.2,9f323c71
Ander Martin,FWMF,Real Sociedad,es La Liga,0.2,e1e75690
Adam Marušić,DF,Lazio,it Serie A,0.2,d4535821
Aleš Matějů,DF,Venezia,it Serie A,0.2,deb748c9
Nemanja Matić,MF,Manchester Utd,eng Premier League,0.2,eb7822d7
Pasquale Mazzocchi,DF,Salernitana,it Serie A,0.2,eb0ec070
Mikael,FWMF,Salernitana,it Serie A,0.2,33502726
Georges Mikautadze,FW,Metz,fr Ligue 1,0.2,4788cb6b
Luka Milivojević,MF,Crystal Palace,eng Premier League,0.2,2ce2508a
Óscar Mingueza,DF,Barcelona,es La Liga,0.2,056269d7
Stefan Mitrović,DF,Getafe,es La Liga,0.2,e6777e6b
Papa Ndiaga Yade,DFMF,Metz,fr Ligue 1,0.2,87e9c7cd
Yvan Neyou,MF,Saint-Étienne,fr Ligue 1,0.2,0ad37003
Saúl Ñíguez,MFDF,Chelsea,eng Premier League,0.2,c14bc029
Joakim Nilsson,DF,Arminia,de Bundesliga,0.2,c562c5b4
Ambroise Oyongo,DF,Montpellier,fr Ligue 1,0.2,e3e05edf
Felix Passlack,DF,Dortmund,de Bundesliga,0.2,5c899683
Pietro Pellegri,FW,Milan,it Serie A,0.2,a44d3a3c
Luca Pellegrini,DF,Juventus,it Serie A,0.2,3b61c9ec
Rubén Peña,MFFW,Villarreal,es La Liga,0.2,1f079188
Alex Petxa,DFMF,Athletic Club,es La Liga,0.2,97d08e60
Pablo Piatti,MFFW,Elche,es La Liga,0.2,48e89655
Erik Pieters,DF,Burnley,eng Premier League,0.2,1ef37668
Darío Poveda,FWMF,Getafe,es La Liga,0.2,cbdf7d5c
Isaac Price,MF,Everton,eng Premier League,0.2,b9403c99
Nemanja Radoja,MF,Levante,es La Liga,0.2,b5dd3469
Guilherme Ramos,DF,Arminia,de Bundesliga,0.2,df9c3473
Andrea Ranocchia,DF,Inter,it Serie A,0.2,539230cf
Tobias Raschl,MF,Greuther Fürth,de Bundesliga,0.2,bd992863
Jeff Reine-Adélaïde,MF,Lyon,fr Ligue 1,0.2,d504b3e1
Samuele Ricci,MF,Empoli,it Serie A,0.2,9823be92
Diego Rico,DF,Real Sociedad,es La Liga,0.2,d9ba39fc
Connor Roberts,DF,Burnley,eng Premier League,0.2,24fae784
Patrick Roberts,DF,Troyes,fr Ligue 1,0.2,59d93937
Marc Roca,MF,Bayern Munich,de Bundesliga,0.2,da27e268
Marko Rog,MF,Cagliari,it Serie A,0.2,b6b2b820
Cristiano Ronaldo,FW,Juventus,it Serie A,0.2,dea698d9
Danny Rose,DF,Watford,eng Premier League,0.2,89d10e53
Tom Rothe,DF,Dortmund,de Bundesliga,0.2,90c1f9a4
Daniele Rugani,DF,Juventus,it Serie A,0.2,14b8fcdf
Matteo Ruggeri,DF,Salernitana,it Serie A,0.2,ae9898c5
Franco Russo,DF,Mallorca,es La Liga,0.2,b75ac54b
Stefano Sabelli,DF,Genoa,it Serie A,0.2,0ccac09c
Mohamed Sankoh,FW,Stuttgart,de Bundesliga,0.2,be625686
Morgan Schneiderlin,MF,Nice,fr Ligue 1,0.2,51b41c5c
Jerdy Schouten,MF,Bologna,it Serie A,0.2,2cfae697
Ken Sema,MFFW,Watford,eng Premier League,0.2,1770bd68
Jamie Shackleton,DFMF,Leeds United,eng Premier League,0.2,8d03ca5a
Luke Shaw,DF,Manchester Utd,eng Premier League,0.2,9c94165b
Djibril Sidibé,DF,Monaco,fr Ligue 1,0.2,4c5b714f
Sambou Sissoko,MFDF,Reims,fr Ligue 1,0.2,e4bb1f08
Oliver Skipp,MF,Tottenham,eng Premier League,0.2,6250083a
Leo Skiri Østigård,DF,Genoa,it Serie A,0.2,b35a7399
Suso,FW,Sevilla,es La Liga,0.2,4e219ad2
Mamadou Sylla,FW,Alavés,es La Liga,0.2,e5ec95f8
Niklas Tauer,DFMF,Mainz 05,de Bundesliga,0.2,27270af4
Charlie Taylor,DF,Burnley,eng Premier League,0.2,cc2d7ad5
Loum Tchaouna,FWMF,Rennes,fr Ligue 1,0.2,a3c8b4d3
Cedric Teuchert,MFFW,Union Berlin,de Bundesliga,0.2,f956479d
Sada Thioub,DF,Saint-Étienne,fr Ligue 1,0.2,f4bc42b1
Luke Thomas,DF,Leicester City,eng Premier League,0.2,fc027d02
Malik Tillman,FWMF,Bayern Munich,de Bundesliga,0.2,a5420709
David Timor,MF,Getafe,es La Liga,0.2,174651c8
Jordan Torunarigha,DF,Hertha BSC,de Bundesliga,0.2,f86cabbd
Abdoulaye Touré,MF,Genoa,it Serie A,0.2,ef7cd87a
Axel Tuanzebe,DF,Aston Villa,eng Premier League,0.2,2baec6ce
Anthony Ujah,FWMF,Union Berlin,de Bundesliga,0.2,99be8fb5
Martin Valjent,DF,Mallorca,es La Liga,0.2,f2c6ac01
Manu Vallejo,FWMF,Valencia,es La Liga,0.2,0bc4e720
Zinho Vanheusden,DF,Genoa,it Serie A,0.2,afbf187b
Lorenzo Venuti,DF,Fiorentina,it Serie A,0.2,983ff2c7
Emanuel Vignato,MFDF,Bologna,it Serie A,0.2,ec5dae45
Aaron Wan-Bissaka,DF,Manchester Utd,eng Premier League,0.2,9e525177
Brandon Williams,DF,Norwich City,eng Premier League,0.2,5e74d6c8
Hannes Wolf,FWMF,M'Gladbach,de Bundesliga,0.2,be42a291
Okay Yokuşlu,DFMF,Celta Vigo,es La Liga,0.2,e49ce451
Joseba Zaldúa,DF,Real Sociedad,es La Liga,0.2,5ca20b7a
Marvin Zeegelaar,DF,Udinese,it Serie A,0.2,8abd0c03
Michel Aebischer,MF,Bologna,it Serie A,0.1,f9c927de
Ilias Akhomach,FW,Barcelona,es La Liga,0.1,b8bd60fe
Dele Alli,MF,Everton,eng Premier League,0.1,cea4ee8f
Steven Alzate,MF,Brighton,eng Premier League,0.1,ad1f61f3
Jean-Kévin Augustin,FWMF,Nantes,fr Ligue 1,0.1,97bfa797
Karim Azamoum,DF,Troyes,fr Ligue 1,0.1,eaf71a5e
Youssouph Badji,FW,Brest,fr Ligue 1,0.1,6a2b9aee
Leonardo Balerdi,DF,Marseille,fr Ligue 1,0.1,7c3ed041
Abdoulaye Bamba,DF,Angers,fr Ligue 1,0.1,7fecbcdb
Toma Bašić,MF,Bordeaux,fr Ligue 1,0.1,80556f08
Mads Bech Sørensen,DF,Brentford,eng Premier League,0.1,30db8574
Valon Behrami,MF,Genoa,it Serie A,0.1,d3d758d8
Haris Belkebla,MF,Brest,fr Ligue 1,0.1,2b1bed19
George Bello,DF,Arminia,de Bundesliga,0.1,aca0a525
Marco Benassi,DFMF,Fiorentina,it Serie A,0.1,0000acda
Iker Benito,MFFW,Osasuna,es La Liga,0.1,50cbc806
Filip Benković,DFFW,Udinese,it Serie A,0.1,305a3820
Valon Berisha,MFFW,Reims,fr Ligue 1,0.1,d5575935
Davide Biraschi,DF,Genoa,it Serie A,0.1,64cd167d
Emil Bohinen,MF,Salernitana,it Serie A,0.1,c83c203f
Yan Brice Eteki,MF,Granada,es La Liga,0.1,3d688b46
Daniel Brosinski,DF,Mainz 05,de Bundesliga,0.1,a7813ac4
Fernando Calero,DF,Espanyol,es La Liga,0.1,41b3069f
Mamadou Camara,FW,Troyes,fr Ligue 1,0.1,316e70c7
Emre Can,DFMF,Dortmund,de Bundesliga,0.1,a65ce836
Samu Castillejo,FWMF,Milan,it Serie A,0.1,130a7a3f
Craig Cathcart,DF,Watford,eng Premier League,0.1,89e4b358
Julian Chabot,DF,Sampdoria,it Serie A,0.1,ae7058f9
Calum Chambers,DF,Arsenal,eng Premier League,0.1,dc6f5bdd
Chapela,MFFW,Cádiz,es La Liga,0.1,9ed40a69
Justin Che,DFMF,Hoffenheim,de Bundesliga,0.1,3c569f37
Riccardo Ciervo,MFDF,Sampdoria,it Serie A,0.1,da77b60b
Nathaniel Clyne,DF,Crystal Palace,eng Premier League,0.1,0442183b
Diego Coppola,DF,Hellas Verona,it Serie A,0.1,22ae86f9
Danny da Costa,DF,Eint Frankfurt,de Bundesliga,0.1,5ddb8f9f
Charlie Cresswell,DF,Leeds United,eng Premier League,0.1,4654e5f5
Giovanni Crociata,FW,Empoli,it Serie A,0.1,8c964914
Marc Cucurella,FWDF,Getafe,es La Liga,0.1,1daec722
Márton Dárdai,DF,Hertha BSC,de Bundesliga,0.1,41bff4fa
Romain Del Castillo,MFFW,Rennes,fr Ligue 1,0.1,0be95d34
Sacha Delaye,MFFW,Montpellier,fr Ligue 1,0.1,e4448c8c
Filippo Delli Carri,DF,Salernitana,it Serie A,0.1,d2e8fd9b
Yusuf Demir,FW,Barcelona,es La Liga,0.1,fa265f6d
Yadaly Diaby,FWMF,Clermont Foot,fr Ligue 1,0.1,5630a6e0
Junior Dina Ebimbe,MF,Paris S-G,fr Ligue 1,0.1,95bb6ddc
Issa Diop,DF,West Ham,eng Premier League,0.1,a712ca2b
Djené,DF,Getafe,es La Liga,0.1,a4971d84
Carlos Dominguez,DF,Celta Vigo,es La Liga,0.1,3521abfe
Moussa Doumbia,FW,Reims,fr Ligue 1,0.1,6481421d
Hugo Duro,DFMF,Getafe,es La Liga,0.1,37e103f8
Enzo Ebosse,DF,Angers,fr Ligue 1,0.1,9ba7b4fa
Keita Endo,MFFW,Union Berlin,de Bundesliga,0.1,1a83027b
Ohis Felix Uduokhai,DF,Augsburg,de Bundesliga,0.1,677da306
Kiko Femenía,DF,Watford,eng Premier League,0.1,e5d01ecf
José Fontán,DF,Celta Vigo,es La Liga,0.1,1827a42d
Matteo Gabbia,DF,Milan,it Serie A,0.1,c235e803
Cristian Gamboa,DF,Bochum,de Bundesliga,0.1,f27680d9
Faouzi Ghoulam,DF,Napoli,it Serie A,0.1,c5adc293
Morgan Gibbs-White,FWMF,Wolves,eng Premier League,0.1,32f60ed8
Daniel Ginczek,MFFW,Wolfsburg,de Bundesliga,0.1,e5f63987
Toti Gomes,DF,Wolves,eng Premier League,0.1,f0caab96
Charlie Goode,DF,Brentford,eng Premier League,0.1,7aee4dd3
Jonathan Gradit,DF,Lens,fr Ligue 1,0.1,06c48679
Nemanja Gudelj,MFDF,Sevilla,es La Liga,0.1,0076ab7f
Ander Guevara,MF,Real Sociedad,es La Liga,0.1,8e48dc61
Lasse Günther,DF,Augsburg,de Bundesliga,0.1,00672803
Kortney Hause,DF,Aston Villa,eng Premier League,0.1,bf8fad51
Jérôme Hergault,DF,Lorient,fr Ligue 1,0.1,a84f9a4b
Aridane Hernández,DF,Osasuna,es La Liga,0.1,132ac341
Daan Heymans,MFFW,Venezia,it Serie A,0.1,6d70c771
Matthew Hoppe,FW,Mallorca,es La Liga,0.1,1bc432b7
